,title,url,rating,price,review_count,product
396,Sony MDR-EX15LP Earphones - Black,https://www.amazon.com/-/en/MDREX15LPB-AE-Sony-MDR-EX15LP-Earphones-Black/dp/B00I3LUQPW/ref=sr_1_319?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-319,4.2 / 5,7.99,10.6,Headphones
397,OneOdio Over Ear DJ Headphones with Share Port 6.35 mm & 3.5 Jack Closed HiFi Headphones with Cable Adapter Free Wired Headphone Studio Headphones for AMP Recording Monitoring,https://www.amazon.com/-/en/OneOdio-Headphones-Headphone-Recording-Monitoring/dp/B07Y8JQ1X2/ref=sr_1_320?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-320,4.4 / 5,29.99,297.0,Headphones
398,Samsung Headphones EHS64AVFWE Bulk White Sets -,https://www.amazon.com/-/en/Samsung-Headphones-EHS64AVFWE-Bulk-White/dp/B00F09BYP6/ref=sr_1_321?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-321,4.0 / 5,5.90,3.1,Headphones
399,"OneOdio Over Ear Studio Headphones with Cable with 6.3 mm &amp; 3.5 mm Jack, Closed DJ Headphones with 50 mm Driver, Bass Sound",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg14_1?ie=UTF8&adId=A04623403ERVDJ1986FT0&url=%2FOneOdio-Studio-Headphones-Closed-Driver-light-blue%2Fdp%2FB08CXMW737%2Fref%3Dsr_1_322_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672558%26s%3Dce-de%26sr%3D1-322-spons%26psc%3D1&qualifier=1625672558&id=4606191596251439&widgetName=sp_mtf,4.4 / 5,33.99,26.0,Headphones
400,Headphone Adapter Jacks 3.5 mm 1/8 Inch to 6.35 mm 1/4 Inch Jack Stereo Audio Adapter Plug for Headphones or Speakers,https://www.amazon.com/-/en/Headphone-Adapter-Stereo-Headphones-Speakers-gold/dp/B08L7WY5CB/ref=sr_1_323?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-323,4.4 / 5,4.99,60.0,Headphones
402,"QCY T1C Bluetooth Headphones Wireless In-Ear with Quick Charging Box, 25 Hours Runtime, HiFi Stereo, HD Microphone, IPX5 Waterproof Sports Earphones for All Smartphones, Black",https://www.amazon.com/-/en/Bluetooth-Headphones-Microphone-Waterproof-Smartphones-Black/dp/B089Y8BR2P/ref=sr_1_325?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-325,4.4 / 5,19.90,1.4,Headphones
403,Judneer Wireless.,https://www.amazon.com/-/en/Q31-Judneer-Wireless-New-Model/dp/B08GCKNQFR/ref=sr_1_326?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-326,4.3 / 5,29.99,426.0,Headphones
404,"OneOdio Bluetooth Over-ear Headphones, Closed Studio Headphones with Share Port, Wired and Wireless Professional DJ Headphones for Electric Drum, Piano, Guitar, AMP Recording and Monitoring",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg14_1?ie=UTF8&adId=A05618103T0TFEOAP1PGK&url=%2FBluetooth-Headphones-Professional-Recording-Monitoring%2Fdp%2FB07MTW4KNJ%2Fref%3Dsr_1_327_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672558%26s%3Dce-de%26sr%3D1-327-spons%26psc%3D1%26smid%3DA3GU22V9ST15N&qualifier=1625672558&id=4606191596251439&widgetName=sp_mtf,4.4 / 5,39.99,5.7,Headphones
406,"JBL Club Pro+ TWS waterproof, true wireless in-ear sports headphones with noise cancelling in black, up to 24 hours of music playback",https://www.amazon.com/-/en/waterproof-wireless-headphones-cancelling-playback-black/dp/B08FB2N9R7/ref=sr_1_329?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-329,4.2 / 5,159.99,604.0,Headphones
407,Bose Sport Earbuds - Fully Wireless In-Ear Headphones,https://www.amazon.com/-/en/Bose-Sport-Earbuds-Ear-Headphones-White/dp/B08CJFYBBZ/ref=sr_1_330?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-330,4.4 / 5,149.00,11.5,Headphones
408,"AzukiLife Headphones, Comfortable Headphones with Stereo Sound Earphones, Gaming Headphones with Microphone Volume Control, Tangle-Free Sports Earphones, for iPhone, Android, Laptop (Red)",https://www.amazon.com/-/en/AzukiLife-Headphones-Comfortable-Microphone-Tangle-Free/dp/B089NX54WD/ref=sr_1_331?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-331,4.1 / 5,16.88,104.0,Headphones
409,"OneOdio Headphones with Microphone Over-Ear Headphones with Cable Headset with Volume Control, 3.5 mm Jack for Mobile Phone PC Laptop Computer Closed HiFi Studio Headphones",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg14_1?ie=UTF8&adId=A02270382HO40EAJC9N6I&url=%2FOneOdio-Headphones-Microphone-Over-Ear-Computer%2Fdp%2FB08CZ5J6S2%2Fref%3Dsr_1_332_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672558%26s%3Dce-de%26sr%3D1-332-spons%26psc%3D1&qualifier=1625672558&id=4606191596251439&widgetName=sp_btf,4.3 / 5,31.99,95.0,Headphones
410,"OneOdio Over Ear Headphones with Cable, HiFi Studio Headphones with Hi-Res, 50 mm Driver, Sharp Port, Large Ear Cups, 6.35 & 3.5 mm Jack, Closed DJ Headphones for Podcast, Mobile Phone, PC (Pro 50)",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg14_1?ie=UTF8&adId=A01030492S54G7K4K9W3Z&url=%2FOneOdio-Headphones-Studio-Hi-Res-Podcast%2Fdp%2FB07235LV4Q%2Fref%3Dsr_1_333_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672558%26s%3Dce-de%26sr%3D1-333-spons%26psc%3D1&qualifier=1625672558&id=4606191596251439&widgetName=sp_btf,4.5 / 5,42.99,1.2,Headphones
411,OneOdio Over Ear DJ Headphones with Share Port 6.35 mm & 3.5 Jack Closed HiFi Headphones with Cable Adapter Free Wired Headphone Studio Headphones for AMP Recording Monitoring,https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg14_1?ie=UTF8&adId=A0047258OC1FLJKFQ2WZ&url=%2FOneOdio-Headphones-Headphone-Recording-Monitoring%2Fdp%2FB07Y8JQ1X2%2Fref%3Dsr_1_334_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672558%26s%3Dce-de%26sr%3D1-334-spons%26psc%3D1%26smid%3DA3DBTL0INHOBV0&qualifier=1625672558&id=4606191596251439&widgetName=sp_btf,4.4 / 5,29.99,297.0,Headphones
412,"JBL T205 In-Ear Stereo Wired Black Headphones (Ear, Wired, Stereophonic, In Ear, 20 – 20000 Hz, Black)",https://www.amazon.com/-/en/Stereo-Wired-Black-Headphones-Stereophonic/dp/B0763L841F/ref=sr_1_335?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-335,4.2 / 5,15.86,5.3,Headphones
413,"USB Type C Headphones, AGPTEK HiFi Digital Stereo Earbuds In-Ear USB C Earbuds with Mic and Inline Control for Google Pixel 2/3/4, Huawei Mate 9/10/20, iPad Pro, MacBook Pro/Air etc - White",https://www.amazon.com/-/en/Headphones-Digital-Earbuds-Control-MacBook/dp/B08J466ZPR/ref=sr_1_336?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-336,4.1 / 5,13.99,502.0,Headphones
414,"Rpanle Bluetooth Kopfhörer in Ear TWS Kopfhörer Kabellos Bluetooth 5.0 Ohrhörer Headset Stereo-Minikopfhörer, Leicht Sport Earbuds mit 3000mAh LCD Portable Ladetasche, Bluetooth Reichweite 10M",https://www.amazon.com/-/en/dp/B08N4PJZLP/ref=sr_1_337?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-337,3.8 / 5,10.59,259.0,Headphones
415,"HIFI WALKER In-Ear Headset, Stereo Earphones with Microphone and Remote Control Headphones in Ear with Cable, for iPhone, iPad, Samsung, Galaxy, Android, Smartphones, MP3 Players etc. Grey",https://www.amazon.com/-/en/Headset-Earphones-Microphone-Headphones-Smartphones-Silver-black/dp/B0734JHX1N/ref=sr_1_338?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-338,3.9 / 5,4.99,315.0,Headphones
416,JBL Tune 115 TWS True Wireless In-Ear Headphones,https://www.amazon.com/-/en/Tune-True-Wireless-Ear-Headphones-black/dp/B08FB75NJT/ref=sr_1_339?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-339,4.0 / 5,58.90,398.0,Headphones
417,Philips MyJam Beamers SHE3550BK/27 In-Ear Headphones - Black,https://www.amazon.com/-/en/Philips-Beamers-SHE3550BK-27-Headphones-black/dp/B072J4DMNP/ref=sr_1_340?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-340,4.2 / 5,7.90,45.0,Headphones
418,"[2021CES] 1MORE ComfoBuds Pro Bluetooth 5.0 Headphones, Active Noise Cancelling Earphones, Wireless Headphones with Active Noise Cancellation, 5 Adaptive Modes, 6 Microphones, 28H Playtime Black",https://www.amazon.com/-/en/ComfoBuds-Headphones-Cancelling-Cancellation-Microphones/dp/B08V5FVVKK/ref=sr_1_341?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-341,4.5 / 5,99.99,505.0,Headphones
419,"Elrigs Bluetooth Headphones with Solid Bass, Headset Wireless, In-Ear Earphones Sport with Microphone Wireless Earphones 35 Hours Playtime, IPX7 Waterproof, Stereo Calls, TWS, for iPhone, Smartphone",https://www.amazon.com/-/en/Bluetooth-Headphones-Microphone-Waterproof-Smartphone/dp/B08BQZQ843/ref=sr_1_342?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672558&s=ce-de&sr=1-342,4.0 / 5,19.99,50.0,Headphones
420,Panasonic clip headphone Red RP-HZ47-R (japan import),https://www.amazon.com/-/en/Panasonic-clip-headphone-RP-HZ47-R-japan/dp/B000GH2QYU/ref=sr_1_337?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-337,4.1 / 5,16.90,850.0,Headphones
421,PowerLocus Buddy,https://www.amazon.com/-/en/PowerLocus-Buddy-Blue-n/dp/B082HMMBH1/ref=sr_1_338?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-338,4.6 / 5,28.99,1.6,Headphones
422,HQMAX Bluetooth Wireless In-Ear Earphones,https://www.amazon.com/-/en/HQMAX-Bluetooth-Wireless-In-Ear-Earphones/dp/B0875PFVH2/ref=sr_1_339?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-339,4.5 / 5,16.99,44.0,Headphones
423,"Avantree HT41899 Dual Bluetooth 5.0 Wireless TV Headphones Set with Transmitter and Stand (Digital, Optical, AUX, PC USB), 40 Hours Wireless Headphones for TV Listening, Plug and Play, No Delay",https://www.amazon.com/-/en/Avantree-Bluetooth-Headphones-Transmitter-Listening-Black-red/dp/B08629R268/ref=sr_1_340?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-340,4.5 / 5,159.99,911.0,Headphones
424,"OneOdio Over-Ear Bluetooth Kopfhörer, Kabellos Faltbare Hi-Fi Kopfhörer Stereo Headphones mit Kräftigen Bass Mode 24 Std Spielzeit CVC8.0 Mikrofon Freisprechen für Handys/Laptops & PC",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg15_1?ie=UTF8&adId=A03222662IW1683QI9NGP&url=%2FA11%2Fdp%2FB085M31H37%2Fref%3Dsr_1_341_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672559%26s%3Dce-de%26sr%3D1-341-spons%26psc%3D1&qualifier=1625672559&id=6310245434805327&widgetName=sp_mtf,4.2 / 5,31.99,350.0,Headphones
425,Bose® SoundLink Around-Ear Wireless Headphones Single Black,https://www.amazon.com/-/en/SoundLink-Around-Ear-Wireless-Headphones-Single-Black/dp/B0117RGG8E/ref=sr_1_342?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-342,4.6 / 5,158.99,22.8,Headphones
426,Lightning to 3.5 mm Jack Adapter MFI Certification Headphone Adapter for iPhone AUX Audio Cable Splitter Compatible with iPhone 12/11/XS/XS Max/XR/X/7/7 Plus/8/8 Plus for All iOS Systems - White,https://www.amazon.com/-/en/Lightning-Certification-Headphone-Splitter-Compatible/dp/B095WQVSYN/ref=sr_1_343?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-343,4.3 / 5,7.99,203.0,Headphones
427,Panasonic Bluetooth Headphones,https://www.amazon.com/-/en/RB-HF420BE-W-Panasonic-Bluetooth-Headphones-White/dp/B08F8HLK9M/ref=sr_1_344?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-344,4.3 / 5,31.90,228.0,Headphones
428,"Sony WH-1000XM3 Bluetooth Noise Canceling Headphones (30h battery, touch sensor, Headphones Connect App, quick charge function, Amazon Alexa) silver",https://www.amazon.com/-/en/WH-1000XM3-Bluetooth-Canceling-Headphones-function/dp/B07GDR2PH9/ref=sr_1_345?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-345,4.6 / 5,222.00,19.1,Headphones
429,"OneOdio Over Ear Studio Headphones with Cable with 6.3 mm &amp; 3.5 mm Jack, Closed DJ Headphones with 50 mm Driver, Bass Sound",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg15_1?ie=UTF8&adId=A04623403ERVDJ1986FT0&url=%2FOneOdio-Studio-Headphones-Closed-Driver-light-blue%2Fdp%2FB08CXMW737%2Fref%3Dsr_1_346_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672559%26s%3Dce-de%26sr%3D1-346-spons%26psc%3D1&qualifier=1625672559&id=6310245434805327&widgetName=sp_mtf,4.4 / 5,33.99,26.0,Headphones
430,"USB C Headphone Adapter, Stouchi USB-C to 3.5 mm Headphone Adapter Aux USB-C to Jack Audio Adapter HiFi DAC Chip with Blue LED Light for Samsung Galaxy S21, Pixel 5, Pad Pro 2020, One Plus 6T and More",https://www.amazon.com/-/en/Headphone-Adapter-Stouchi-Samsung-Galaxy-Light-grey-1-pack/dp/B08PBYC6S4/ref=sr_1_347?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-347,4.5 / 5,11.99,807.0,Headphones
431,"LOBKIN Children's Headphones, Cat Ear Headphones with Luminous LED, Foldable Lightweight Headphones with 3.5 mm Audio Cable for Smartphone, Tablet, iPad, Laptop, Computer, MP3/4 (Purple+Pink)",https://www.amazon.com/-/en/Childrens-Headphones-Lightweight-Smartphone-Pink-Purple/dp/B08HCJL59X/ref=sr_1_348?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-348,4.4 / 5,16.49,1.3,Headphones
432,"OneOdio Over-Ear Bluetooth Kopfhörer, Kabellos Faltbare Hi-Fi Kopfhörer Stereo Headphones mit Kräftigen Bass Mode 24 Std Spielzeit CVC8.0 Mikrofon Freisprechen für Handys/Laptops & PC",https://www.amazon.com/-/en/A11/dp/B085M31H37/ref=sr_1_349?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-349,4.2 / 5,31.99,350.0,Headphones
433,Sony WF-XB700 True Wireless EXTRA BASS™ Headphones (up to 18 Hours Battery Life with Charging Case Black,https://www.amazon.com/-/en/WF-XB700-Wireless-Headphones-Battery-Charging-Black/dp/B086LKXYMD/ref=sr_1_350?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-350,4.2 / 5,69.99,2.0,Headphones
434,"OneOdio Bluetooth Over-ear Headphones, Closed Studio Headphones with Share Port, Wired and Wireless Professional DJ Headphones for Electric Drum, Piano, Guitar, AMP Recording and Monitoring",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg15_1?ie=UTF8&adId=A05618103T0TFEOAP1PGK&url=%2FBluetooth-Headphones-Professional-Recording-Monitoring%2Fdp%2FB07MTW4KNJ%2Fref%3Dsr_1_351_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672559%26s%3Dce-de%26sr%3D1-351-spons%26psc%3D1%26smid%3DA3GU22V9ST15N&qualifier=1625672559&id=6310245434805327&widgetName=sp_mtf,4.4 / 5,39.99,5.7,Headphones
435,"OneOdio Bluetooth Over-ear Headphones, Closed Studio Headphones with Share Port, Wired and Wireless Professional DJ Headphones for Electric Drum, Piano, Guitar, AMP Recording and Monitoring",https://www.amazon.com/-/en/Bluetooth-Headphones-Professional-Recording-Monitoring/dp/B07MTW4KNJ/ref=sr_1_352?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-352,4.4 / 5,39.99,5.7,Headphones
436,"Monster Bluetooth Headphones iSport In-Ear Sports Headphones with Bluetooth 5.0, 10 Hours Playback, HD Microphone, IPX5 Water Protection Class, Magnetic Earbuds (Green)",https://www.amazon.com/-/en/Bluetooth-Headphones-Playback-Microphone-Protection/dp/B08N16842D/ref=sr_1_353?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-353,4.1 / 5,24.99,148.0,Headphones
437,Tebery Headphone Holder Headphone Stand Universal Wooden Holder Walnut Wood Headphone Stand Headphone Holder Gaming Headset Holder,https://www.amazon.com/-/en/Tebery-Headphone-Holder-Universal-Headset/dp/B07712VZ68/ref=sr_1_354?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-354,4.8 / 5,23.99,62.0,Headphones
438,HiFiMAN Arya Over-Ear Magnetic Adjustable Headphones,https://www.amazon.com/-/en/HiFiMAN-Over-Ear-Magnetic-Adjustable-Headphones/dp/B07K59HW9R/ref=sr_1_355?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-355,4.6 / 5,900.00,71.0,Headphones
439,"OneOdio Headphones with Microphone Over-Ear Headphones with Cable Headset with Volume Control, 3.5 mm Jack for Mobile Phone PC Laptop Computer Closed HiFi Studio Headphones",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg15_1?ie=UTF8&adId=A02270382HO40EAJC9N6I&url=%2FOneOdio-Headphones-Microphone-Over-Ear-Computer%2Fdp%2FB08CZ5J6S2%2Fref%3Dsr_1_356_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672559%26s%3Dce-de%26sr%3D1-356-spons%26psc%3D1&qualifier=1625672559&id=6310245434805327&widgetName=sp_btf,4.3 / 5,31.99,95.0,Headphones
440,"OneOdio Over Ear Headphones with Cable, HiFi Studio Headphones with Hi-Res, 50 mm Driver, Sharp Port, Large Ear Cups, 6.35 & 3.5 mm Jack, Closed DJ Headphones for Podcast, Mobile Phone, PC (Pro 50)",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg15_1?ie=UTF8&adId=A01030492S54G7K4K9W3Z&url=%2FOneOdio-Headphones-Studio-Hi-Res-Podcast%2Fdp%2FB07235LV4Q%2Fref%3Dsr_1_357_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672559%26s%3Dce-de%26sr%3D1-357-spons%26psc%3D1&qualifier=1625672559&id=6310245434805327&widgetName=sp_btf,4.5 / 5,42.99,1.2,Headphones
441,OneOdio Over Ear DJ Headphones with Share Port 6.35 mm & 3.5 Jack Closed HiFi Headphones with Cable Adapter Free Wired Headphone Studio Headphones for AMP Recording Monitoring,https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg15_1?ie=UTF8&adId=A0047258OC1FLJKFQ2WZ&url=%2FOneOdio-Headphones-Headphone-Recording-Monitoring%2Fdp%2FB07Y8JQ1X2%2Fref%3Dsr_1_358_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672559%26s%3Dce-de%26sr%3D1-358-spons%26psc%3D1%26smid%3DA3DBTL0INHOBV0&qualifier=1625672559&id=6310245434805327&widgetName=sp_btf,4.4 / 5,29.99,297.0,Headphones
442,JBL Live Pro+ TWS Wireless In-Ear Headphones with Noise Cancelling,https://www.amazon.com/-/en/Live-Wireless-Headphones-Noise-Cancelling-pink/dp/B08QVNSVK3/ref=sr_1_359?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-359,4.3 / 5,179.00,153.0,Headphones
444,"Philips SHS3300BK/10 In-Ear Headphones with Cable (Sports Headphones, Powerful Sound, Bass Beat Openings, Comfort Ear Pads, Ergonomic Ear Hooks, Asymmetrical Cable System) Black",https://www.amazon.com/-/en/SHS3300BK-10-Headphones-Ergonomic-Asymmetrical-black/dp/B01564J0LO/ref=sr_1_361?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-361,4.2 / 5,14.99,4.1,Headphones
445,JBL Tune Bluetooth Headphones,https://www.amazon.com/-/en/JBLT125TWSPIN-JBL-Tune-Bluetooth-Headphones-Pink/dp/B08FB32P2L/ref=sr_1_362?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-362,4.4 / 5,59.00,1.1,Headphones
446,"Denon AH-D5200 Premium Over Ear Headphones with Zebra Wood Earcups, Hi-Fi Headphones, Hi-Res Audio, 50 mm FreeEdge Driver",https://www.amazon.com/-/en/AH-D5200-Premium-Headphones-Earcups-FreeEdge/dp/B07HJF9TD4/ref=sr_1_363?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-363,4.6 / 5,399.00,91.0,Headphones
447,Sennheiser HD 350BT Wireless Foldable Headphones,https://www.amazon.com/-/en/Sennheiser-350BT-Wireless-Foldable-Headphones-White/dp/B083MMZ45K/ref=sr_1_364?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-364,4.3 / 5,71.90,1.8,Headphones
449,Light Noise-Cancelling Headphones Srhythm NC25 Over-Ear ANC Wireless Foldable with Dual 40 mm HD Woofer and Built-in Micro HiFi CVC6.0 NFC for All Devices with Bluetooth Circumaural matte black,https://www.amazon.com/-/en/Noise-Cancelling-Headphones-NC25-Bluetooth-Circumaural/dp/B07C8GM4H1/ref=sr_1_366?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672559&s=ce-de&sr=1-366,4.3 / 5,49.99,7.8,Headphones
450,"AXLOIE Wireless Headphones - Wireless Bluetooth Headphones, ANC Active 30dB Noise Cancellation, Bluetooth 5.2, 4 Mics, 40 Hours Runtime, Waterproof, Touch Control for Sports, Fitness, Dance, Boxing",https://www.amazon.com/-/en/AXLOIE-Wireless-Headphones-Cancellation-Waterproof/dp/B08YDFRRLC/ref=sr_1_361?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672560&s=ce-de&sr=1-361,5.0 / 5,69.99,1.0,Headphones
451,- -,https://www.amazon.com/-/en/JBLLIVEPROPTWSBEG-beige/dp/B08QVNSKHC/ref=sr_1_362?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672560&s=ce-de&sr=1-362,4.3 / 5,179.00,153.0,Headphones
452,"Bluetooth Headphones, Lecover Headphones Wireless Bluetooth 5.0 Mini Lightweight In-Ear Earphones with Stereo Deep Bass, CVC8.0 Noise Cancelling Earbuds with Microphone, LED Digital Display, IPX7 Waterproof",https://www.amazon.com/-/en/Headphones-Lightweight-Cancelling-Microphone-Waterproof/dp/B08TWV6KZM/ref=sr_1_363?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672560&s=ce-de&sr=1-363,4.3 / 5,24.99,743.0,Headphones
453,"Sony MDR-XB50APW In-Ear Headset, Headphones (Extra Bass)",https://www.amazon.com/-/en/Sony-MDR-XB50APW-Headset-Headphones-Extra/dp/B014R2W52W/ref=sr_1_364?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672560&s=ce-de&sr=1-364,4.5 / 5,34.99,6.0,Headphones
454,"OneOdio Over-Ear Bluetooth Kopfhörer, Kabellos Faltbare Hi-Fi Kopfhörer Stereo Headphones mit Kräftigen Bass Mode 24 Std Spielzeit CVC8.0 Mikrofon Freisprechen für Handys/Laptops & PC",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg16_1?ie=UTF8&adId=A03222662IW1683QI9NGP&url=%2FA11%2Fdp%2FB085M31H37%2Fref%3Dsr_1_365_sspa%3Fdchild%3D1%26keywords%3DKopfh%25C3%25B6rer%26qid%3D1625672560%26s%3Dce-de%26sr%3D1-365-spons%26psc%3D1&qualifier=1625672560&id=8242506614679658&widgetName=sp_mtf,4.2 / 5,31.99,350.0,Headphones
455,JBL Tune 215 BT Bluetooth In-Ear Headphones in Blue - Soundful Bass Sound without Cable - Up to 16 Hours Playback Time with Just One Battery Charge,https://www.amazon.com/-/en/Tune-Bluetooth-Ear-Headphones-Blue/dp/B08FB2W671/ref=sr_1_366?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672560&s=ce-de&sr=1-366,3.8 / 5,34.99,602.0,Headphones
456,Sony Wireless noise cancelling headphones.,https://www.amazon.com/-/en/Sony-Wireless-noise-cancelling-headphones/dp/B078VGQCZ4/ref=sr_1_367?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672560&s=ce-de&sr=1-367,4.4 / 5,74.90,10.8,Headphones
457,"Bluetooth headphones, wireless headphones in ear with microphone, waterproof IPX8 headphones supports wireless charging, 35 hours operating time, Hi-Fi sound quality and touch control, LED display",https://www.amazon.com/-/en/Bluetooth-headphones-microphone-waterproof-operating/dp/B08QN4R9QF/ref=sr_1_368?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672560&s=ce-de&sr=1-368,4.1 / 5,15.99,10.0,Headphones
458,ONTA® Headphones Kids Foldable Lightweight Headsets for Children On Ear Audio Headphones for Children Mobile Phones Smartphones iPhone Laptop Computer MP3 / 4 Children Headphones (Purple),https://www.amazon.com/-/en/Headphones-Foldable-Lightweight-Headsets-Smartphones-Purple/dp/B08XQ1QKRV/ref=sr_1_369?dchild=1&keywords=Kopfh%C3%B6rer&qid=1625672560&s=ce-de&sr=1-369,4.3 / 5,11.04,2.8,Headphones
